Orthogroup	PR	PS	PT
OG0029952		PS102316.2.0	PT024684.0
OG0029953		PS102317.2.0	PT101489.0
OG0029954		PS102320.2.0	PT101486.0
OG0029955		PS102321.2.0	PT101484.0
OG0029956		PS102325.2.0	PT101479.0
OG0029957		PS102329.2.0	PT101477.0
OG0029958		PS102330.2.0	PT101476.0
OG0029959		PS102336.2.0	PT101470.0
OG0029960		PS102344.2.0	PT101461.0
OG0029961		PS102345.2.0	PT101460.0
OG0029962		PS102354.2.0	PT101451.0
OG0029963		PS102356.2.0	PT101449.0
OG0029964		PS102367.2.0	PT192052.0
OG0029965		PS102376.2.0	PT101428.0
OG0029966		PS102378.2.0	PT101426.0
OG0029967		PS102381.2.0	PT101421.0
OG0029968		PS102385.2.0	PT151817.0
OG0029969		PS102386.2.0	PT101417.0
OG0029970		PS102394.2.0	PT101413.0
OG0029971		PS102404.2.0	PT101411.0
OG0029972		PS102405.2.0	PT101403.0
OG0029973		PS102407.2.0	PT080211.0
OG0029974		PS102410.2.0	PT101399.0
OG0029975		PS102431.2.0	PT101374.0
OG0029976		PS102439.2.0	PT101364.0
OG0029977		PS102449.2.0	PT101350.0
OG0029978		PS102451.2.0	PT101346.0
OG0029979		PS102458.2.0	PT101341.0
OG0029980		PS102464.2.0	PT101337.0
OG0029981		PS102473.2.0	PT101327.0
OG0029982		PS102476.2.0	PT101325.0
OG0029983		PS102479.2.0	PT101322.0
OG0029984		PS102483.2.0	PT191963.0
OG0029985		PS102488.2.0	PT101312.0
OG0029986		PS102491.2.0	PT101309.0
OG0029987		PS102492.2.0	PT101308.0
OG0029988		PS102493.2.0	PT101305.0
OG0029989		PS102497.2.0	PT101302.0
OG0029990		PS102498.2.0	PT101301.0
OG0029991		PS102500.2.0	PT101300.0
OG0029992		PS102509.2.0	PT025190.0
OG0029993		PS102517.2.0	PT101280.0
OG0029994		PS102518.2.0	PT101277.0
OG0029995		PS102520.2.0	PT101275.0
OG0029996		PS102523.2.0	PT101273.0
OG0029997		PS102526.2.0	PT101271.0
OG0029998		PS102529.2.0	PT101267.0
OG0029999		PS102531.2.0	PT101265.0
OG0030000		PS102532.2.0	PT101264.0
OG0030001		PS102533.2.0	PT191926.0
OG0030002		PS102534.2.0	PT101261.0
OG0030003		PS102537.2.0	PT101258.0
OG0030004		PS102538.2.0	PT101256.0
OG0030005		PS102548.2.0	PT101253.0
OG0030006		PS102549.2.0	PT101252.0
OG0030007		PS102550.2.0	PT101251.0
OG0030008		PS102551.2.0	PT101250.0
OG0030009		PS102552.2.0	PT101249.0
OG0030010		PS102554.2.0	PT101245.0
OG0030011		PS102557.2.0	PT101242.0
OG0030012		PS102558.2.0	PT101241.0
OG0030013		PS102561.2.0	PT101234.0
OG0030014		PS102568.2.0	PT080072.0
OG0030015		PS102573.2.0	PT101227.0
OG0030016		PS102576.2.0	PT101223.0
OG0030017		PS102578.2.0	PT101219.0
OG0030018		PS102583.2.0	PT101217.0
OG0030019		PS102585.2.0	PT101215.0
OG0030020		PS102588.2.0	PT101210.0
OG0030021		PS102589.2.0	PT101209.0
OG0030022		PS102590.2.0	PT101208.0
OG0030023		PS102592.2.0	PT101206.0
OG0030024		PS102601.2.0	PT101201.0
OG0030025		PS102602.2.0	PT101199.0
OG0030026		PS102604.2.0	PT101195.0
OG0030027		PS102608.2.0	PT101189.0
OG0030028		PS102618.2.0	PT101178.0
OG0030029		PS102620.2.0	PT101177.0
OG0030030		PS102621.2.0	PT173291.0
OG0030031		PS102623.2.0	PT101174.0
OG0030032		PS102628.2.0	PT010037.0
OG0030033		PS102631.2.0	PT101168.0
OG0030034		PS102636.2.0	PT101164.0
OG0030035		PS102640.2.0	PT080003.0
OG0030036		PS102652.2.0	PT101149.0
OG0030037		PS102659.2.0	PT101142.0
OG0030038		PS102660.2.0	PT191204.0
OG0030039		PS102662.2.0	PT101137.0
OG0030040		PS102664.2.0	PT101133.0
OG0030041		PS102671.2.0	PT101122.0
OG0030042		PS102691.2.0	PT034732.0
OG0030043		PS102693.2.0	PT101096.0
OG0030044		PS102697.2.0	PT101092.0
OG0030045		PS102708.2.0	PT034775.0
OG0030046		PS102718.2.0	PT101067.0
OG0030047		PS102725.2.0	PT034790.0
OG0030048		PS102729.2.0	PT101053.0
OG0030049		PS102731.2.0, PS103575.2.0	
OG0030050		PS102737.2.0	PT101049.0
OG0030051		PS102742.2.0	PT101042.0
OG0030052		PS102743.2.0	PT101041.0
OG0030053		PS102747.2.0	PT101037.0
OG0030054		PS102763.2.0	PT034825.0
OG0030055		PS102768.2.0	PT101024.0
OG0030056		PS102775.2.0	PT101013.0
OG0030057		PS102784.2.0	PT101005.0
OG0030058		PS102787.2.0	PT140831.0
OG0030059		PS102797.2.0	PT100995.0
OG0030060		PS102801.2.0	PT100993.0
OG0030061		PS102804.2.0	PT132122.0
OG0030062		PS102818.2.0	PT054251.0
OG0030063		PS102819.2.0	PT100981.0
OG0030064		PS102822.2.0	PT100974.0
OG0030065		PS102827.2.0	PT100971.0
OG0030066		PS102828.2.0	PT100970.0
OG0030067		PS102829.2.0	PT100969.0
OG0030068		PS102839.2.0	PT100959.0
OG0030069		PS102843.2.0	PT100940.0
OG0030070		PS102845.2.0	PT100937.0
OG0030071		PS102847.2.0	PT100935.0
OG0030072		PS102857.2.0	PT100925.0
OG0030073		PS102860.2.0	PT034577.0
OG0030074		PS102864.2.0	PT101112.0
OG0030075		PS102881.2.0	PT100902.0
OG0030076		PS102884.2.0	PT100899.0
OG0030077		PS102893.2.0	PT063293.0
OG0030078		PS102905.2.0	PT084191.0
OG0030079		PS102912.2.0	PT100884.0
OG0030080		PS102916.2.0	PT100880.0
OG0030081		PS102924.2.0	PT100871.0
OG0030082		PS102936.2.0	PT123273.0
OG0030083		PS102949.2.0	PT222388.0
OG0030084		PS102951.2.0	PT100845.0
OG0030085		PS102963.2.0	PT100835.0
OG0030086		PS102967.2.0	PT084169.0
OG0030087		PS102986.2.0	PT061869.0
OG0030088		PS102992.2.0	PT222416.0
OG0030089		PS103009.2.0	PT100778.0
OG0030090		PS103010.2.0	PT100777.0
OG0030091		PS103017.2.0	PT100768.0
OG0030092		PS103021.2.0	PT100763.0
OG0030093		PS103025.2.0	PT100759.0
OG0030094		PS103043.2.0	PT100741.0
OG0030095		PS103045.2.0	PT052109.0
OG0030096		PS103062.2.0	PT100719.0
OG0030097		PS103065.2.0	PT035008.0
OG0030098		PS103066.2.0	PT100710.0
OG0030099		PS103081.2.0	PT100695.0
OG0030100		PS103085.2.0	PT100691.0
OG0030101		PS103086.2.0	PT100688.0
OG0030102		PS103088.2.0	PT100686.0
OG0030103		PS103098.2.0	PT100671.0
OG0030104		PS103103.2.0	PT100630.0
OG0030105		PS103106.2.0	PT100632.0
OG0030106		PS103110.2.0	PT100661.0
OG0030107		PS103111.2.0	PT100660.0
OG0030108		PS103118.2.0	PT100653.0
OG0030109		PS103134.2.0	PT100665.0
OG0030110		PS103142.2.0	PT191594.0
OG0030111		PS103143.2.0	PT100666.0
OG0030112		PS103146.2.0	PT081113.0
OG0030113		PS103150.2.0	PT044614.0
OG0030114		PS103151.2.0	PT100614.0
OG0030115		PS103153.2.0	PT222496.0
OG0030116		PS103157.2.0	PT100609.0
OG0030117		PS103158.2.0	PT100607.0
OG0030118		PS103161.2.0	PT100604.0
OG0030119		PS103165.2.0	PT100602.0
OG0030120		PS103170.2.0	PT100599.0
OG0030121		PS103178.2.0	PT100591.0
OG0030122		PS103190.2.0	PT100565.0
OG0030123		PS103199.2.0	PT100552.0
OG0030124		PS103206.2.0	PT100540.0
OG0030125		PS103209.2.0	PT100539.0
OG0030126		PS103233.2.0	PT100507.0
OG0030127		PS103241.2.0	PT100227.0
OG0030128		PS103247.2.0	PT100496.0
OG0030129		PS103252.2.0	PT100487.0
OG0030130		PS103260.2.0	PT100482.0
OG0030131		PS103267.2.0	PT100472.0
OG0030132		PS103268.2.0	PT100471.0
OG0030133		PS103276.2.0	PT100462.0
OG0030134		PS103283.2.0	PT100455.0
OG0030135		PS103290.2.0	PT153585.0
OG0030136		PS103292.2.0	PT100446.0
OG0030137		PS103301.2.0	PT100431.0
OG0030138		PS103318.2.0	PT100409.0
OG0030139		PS103328.2.0	PT100405.0
OG0030140		PS103342.2.0	PT100388.0
OG0030141		PS103346.2.0	PT100381.0
OG0030142		PS103355.2.0	PT100376.0
OG0030143		PS103357.2.0	PT211217.0
OG0030144		PS103368.2.0	PT100367.0
OG0030145		PS103388.2.0	PT100336.0
OG0030146		PS103394.2.0	PT094142.0
OG0030147		PS103398.2.0	PT100329.0
OG0030148		PS103420.2.0	PT100310.0
OG0030149		PS103423.2.0	PT100306.0
OG0030150		PS103424.2.0	PT100305.0
OG0030151		PS103425.2.0	PT100304.0
OG0030152		PS103428.2.0	PT163728.0
OG0030153		PS103432.2.0	PT100298.0
OG0030154		PS103439.2.0	PT100287.0
OG0030155		PS103445.2.0	PT100282.0
OG0030156		PS103446.2.0	PT100281.0
OG0030157		PS103450.2.0	PT191348.0
OG0030158		PS103451.2.0	PT100277.0
OG0030159		PS103454.2.0	PT100275.0
OG0030160		PS103455.2.0	PT222681.0
OG0030161		PS103457.2.0	PT100272.0
OG0030162		PS103462.2.0	PT100266.0
OG0030163		PS103469.2.0	PT100264.0
OG0030164		PS103478.2.0	PT191364.0
OG0030165		PS103483.2.0	PT100255.0
OG0030166		PS103486.2.0	PT100253.0
OG0030167		PS103499.2.0	PT100245.0
OG0030168		PS103500.2.0	PT020470.0
OG0030169		PS103517.2.0	PT064414.0
OG0030170		PS103521.2.0	PT100236.0
OG0030171		PS103531.2.0	PT100228.0
OG0030172		PS103536.2.0	PT213544.0
OG0030173		PS103537.2.0	PT100220.0
OG0030174		PS103539.2.0	PT100211.0
OG0030175		PS103541.2.0	PT100210.0
OG0030176		PS103560.2.0	PT100182.0
OG0030177		PS103568.2.0	PT153608.0
OG0030178		PS103580.2.0	PT100158.0
OG0030179		PS103594.2.0	PT191210.0
OG0030180		PS103613.2.0	PT100116.0
OG0030181		PS103616.2.0	PT020961.0
OG0030182		PS103619.2.0	PT100114.0
OG0030183		PS103622.2.0	PT100111.0
OG0030184		PS103634.2.0	PT100096.0
OG0030185		PS103640.2.0	PT191089.0
OG0030186		PS103643.2.0	PT100088.0
OG0030187		PS103653.2.0	PT100079.0
OG0030188		PS103654.2.0	PT100078.0
OG0030189		PS103658.2.0	PT100075.0
OG0030190		PS103663.2.0	PT100066.0
OG0030191		PS103668.2.0	PT100060.0
OG0030192		PS103670.2.0	PT100057.0
OG0030193		PS103671.2.0	PT100056.0
OG0030194		PS110004.2.0	PT183713.0
OG0030195		PS110019.2.0	PT143973.0
OG0030196		PS110020.2.0	PT210096.0
OG0030197		PS110021.2.0	PT144065.0
OG0030198		PS110024.2.0	PT144061.0
OG0030199		PS110041.2.0	PT144041.0
OG0030200		PS110043.2.0	PT210113.0
OG0030201		PS110050.2.0	PT144034.0
OG0030202		PS110058.2.0	PT144028.0
OG0030203		PS110068.2.0	PT144012.0
OG0030204		PS110069.2.0	PT183641.0
OG0030205		PS110070.2.0	PT183639.0
OG0030206		PS110071.2.0	PT144009.0
OG0030207		PS110083.2.0	PT144000.0
OG0030208		PS110088.2.0	PT143993.0
OG0030209		PS110108.2.0	PT143976.0
OG0030210		PS110114.2.0	PT014984.0
OG0030211		PS110122.2.0	PT143972.0
OG0030212		PS110131.2.0	PT143958.0
OG0030213		PS110135.2.0	PT143953.0
OG0030214		PS110138.2.0	PT143949.0
OG0030215		PS110155.2.0	PT143931.0
OG0030216		PS110192.2.0	PT094254.0
OG0030217		PS110195.2.0	PT143891.0
OG0030218		PS110199.2.0	PT143886.0
OG0030219		PS110201.2.0	PT143877.0
OG0030220		PS110206.2.0	PT143870.0
OG0030221		PS110225.2.0	PT073598.0
OG0030222		PS110231.2.0	PT112220.0
OG0030223		PS110233.2.0	PT143845.0
OG0030224		PS110238.2.0	PT183474.0
OG0030225		PS110244.2.0	PT143832.0
OG0030226		PS110258.2.0	PT143819.0
OG0030227		PS110261.2.0	PT143815.0
OG0030228		PS110266.2.0	PT017072.0
OG0030229		PS110277.2.0	PT143804.0
OG0030230		PS110298.2.0	PT143780.0
OG0030231		PS110303.2.0	PT143774.0
OG0030232		PS110305.2.0	PT143772.0
OG0030233		PS110308.2.0	PT143770.0
OG0030234		PS110315.2.0	PT143762.0
OG0030235		PS110321.2.0	PT094045.0
OG0030236		PS110327.2.0	PT143746.0
OG0030237		PS110352.2.0	PT143698.0
OG0030238		PS110354.2.0	PT210428.0
OG0030239		PS110362.2.0	PT143687.0
OG0030240		PS110365.2.0	PT183354.0
OG0030241		PS110383.2.0	PT143668.0
OG0030242		PS110384.2.0	PT143667.0
OG0030243		PS110388.2.0	PT143666.0
OG0030244		PS110393.2.0	PT143661.0
OG0030245		PS110404.2.0	PT143645.0
OG0030246		PS110405.2.0	PT143644.0
OG0030247		PS110419.2.0	PT143627.0
OG0030248		PS110433.2.0	PT143612.0
OG0030249		PS110447.2.0	PT143599.0
OG0030250		PS110450.2.0	PT143596.0
OG0030251		PS110459.2.0	PT143589.0
OG0030252		PS110468.2.0	PT143581.0
OG0030253		PS110469.2.0	PT143580.0
OG0030254		PS110470.2.0	PT143579.0
OG0030255		PS110476.2.0	PT060366.0
OG0030256		PS110477.2.0	PT143571.0
OG0030257		PS110478.2.0	PT143570.0
OG0030258		PS110479.2.0	PT143568.0
OG0030259		PS110492.2.0	PT012892.0
OG0030260		PS110497.2.0	PT143552.0
OG0030261		PS110503.2.0	PT183261.0
OG0030262		PS110517.2.0	PT143536.0
OG0030263		PS110530.2.0	PT210566.0
OG0030264		PS110539.2.0	PT143513.0
OG0030265		PS110541.2.0	PT143512.0
OG0030266		PS110548.2.0	PT143505.0
OG0030267		PS110552.2.0	PT143500.0
OG0030268		PS110556.2.0	PT143497.0
OG0030269		PS110561.2.0	PT180392.0
OG0030270		PS110565.2.0	PT143488.0
OG0030271		PS110572.2.0	PT143481.0
OG0030272		PS110573.2.0	PT143482.0
OG0030273		PS110580.2.0	PT143475.0
OG0030274		PS110583.2.0	PT143470.0
OG0030275		PS110592.2.0	PT143461.0
OG0030276		PS110593.2.0	PT143460.0
OG0030277		PS110607.2.0	PT143446.0
OG0030278		PS110619.2.0	PT015333.0
OG0030279		PS110622.2.0	PT023446.0
OG0030280		PS110631.2.0	PT143415.0
OG0030281		PS110643.2.0	PT143403.0
OG0030282		PS110648.2.0	PT143395.0
OG0030283		PS110653.2.0	PT170370.0
OG0030284		PS110659.2.0	PT143383.0
OG0030285		PS110666.2.0	PT143374.0
OG0030286		PS110668.2.0	PT143373.0
OG0030287		PS110670.2.0	PT143371.0
OG0030288		PS110671.2.0	PT143368.0
OG0030289		PS110674.2.0	PT143366.0
OG0030290		PS110685.2.0	PT143355.0
OG0030291		PS110696.2.0	PT143339.0
OG0030292		PS110698.2.0	PT143336.0
OG0030293		PS110704.2.0	PT143330.0
OG0030294		PS110705.2.0	PT143328.0
OG0030295		PS110711.2.0	PT143317.0
OG0030296		PS110713.2.0	PT143316.0
OG0030297		PS110722.2.0	PT143308.0
OG0030298		PS110739.2.0	PT143298.0
OG0030299		PS110741.2.0	PT143296.0
OG0030300		PS110751.2.0	PT143284.0
OG0030301		PS110755.2.0	PT143278.0
OG0030302		PS110759.2.0	PT143274.0
OG0030303		PS110768.2.0	PT143268.0
OG0030304		PS110771.2.0	PT143266.0
OG0030305		PS110778.2.0	PT143255.0
OG0030306		PS110783.2.0	PT183024.0
OG0030307		PS110791.2.0	PT143241.0
OG0030308		PS110795.2.0	PT143237.0
OG0030309		PS110809.2.0	PT143225.0
OG0030310		PS110815.2.0	PT143219.0
OG0030311		PS110819.2.0	PT143214.0
OG0030312		PS110830.2.0	PT143202.0
OG0030313		PS110840.2.0	PT143187.0
OG0030314		PS110846.2.0	PT143182.0
OG0030315		PS110847.2.0	PT143181.0
OG0030316		PS110851.2.0	PT143177.0
OG0030317		PS110854.2.0	PT141894.0
OG0030318		PS110855.2.0	PT143171.0
OG0030319		PS110872.2.0	PT182945.0
OG0030320		PS110875.2.0	PT143148.0
OG0030321		PS110883.2.0	PT143140.0
OG0030322		PS110888.2.0	PT143135.0
OG0030323		PS110889.2.0	PT143134.0
OG0030324		PS110892.2.0	PT143129.0
OG0030325		PS110943.2.0	PT143076.0
OG0030326		PS110945.2.0	PT143074.0
OG0030327		PS110980.2.0	PT143040.0
OG0030328		PS110991.2.0	PT132593.0
OG0030329		PS111011.2.0	PT142995.0
OG0030330		PS111013.2.0	PT142993.0
OG0030331		PS111015.2.0	PT142991.0
OG0030332		PS111020.2.0	PT211017.0
OG0030333		PS111022.2.0	PT142985.0
OG0030334		PS111026.2.0	PT182805.0
OG0030335		PS111030.2.0	PT142975.0
OG0030336		PS111036.2.0	PT142956.0
OG0030337		PS111038.2.0	PT142953.0
OG0030338		PS111040.2.0	PT211043.0
OG0030339		PS111042.2.0	PT142950.0
OG0030340		PS111049.2.0	PT142942.0
OG0030341		PS111061.2.0	PT142927.0
OG0030342		PS111071.2.0	PT142917.0
OG0030343		PS111073.2.0	PT142914.0
OG0030344		PS111078.2.0	PT142909.0
OG0030345		PS111079.2.0	PT142908.0
OG0030346		PS111086.2.0	PT182762.0
OG0030347		PS111092.2.0	PT142894.0
OG0030348		PS111094.2.0	PT142892.0
OG0030349		PS111097.2.0	PT142886.0
OG0030350		PS111099.2.0	PT142884.0
OG0030351		PS111101.2.0	PT142882.0
OG0030352		PS111102.2.0	PT142881.0
OG0030353		PS111103.2.0	PT142880.0
OG0030354		PS111113.2.0	PT142871.0
OG0030355		PS111122.2.0	PT142857.0
OG0030356		PS111138.2.0	PT142831.0
OG0030357		PS111144.2.0	PT142827.0
OG0030358		PS111148.2.0	PT142821.0
OG0030359		PS111154.2.0	PT142817.0
OG0030360		PS111157.2.0	PT142814.0
OG0030361		PS111158.2.0	PT142813.0
OG0030362		PS111163.2.0	PT142809.0
OG0030363		PS111166.2.0	PT142806.0
OG0030364		PS111167.2.0	PT142805.0
OG0030365		PS111168.2.0	PT142804.0
OG0030366		PS111172.2.0	PT142802.0
OG0030367		PS111174.2.0	PT142800.0
OG0030368		PS111180.2.0	PT142794.0
OG0030369		PS111181.2.0	PT142793.0
OG0030370		PS111198.2.0	PT142693.0
OG0030371		PS111203.2.0	PT142699.0
OG0030372		PS111212.2.0	PT142709.0
OG0030373		PS111216.2.0	PT142714.0
OG0030374		PS111231.2.0	PT142724.0
OG0030375		PS111238.2.0	PT142729.0
OG0030376		PS111240.2.0	PT142731.0
OG0030377		PS111241.2.0	PT142733.0
OG0030378		PS111245.2.0	PT142739.0
OG0030379		PS111252.2.0	PT142744.0
OG0030380		PS111255.2.0	PT142747.0
OG0030381		PS111259.2.0	PT142751.0
OG0030382		PS111260.2.0	PT142752.0
OG0030383		PS111267.2.0	PT142759.0
OG0030384		PS111268.2.0	PT014343.0
OG0030385		PS111277.2.0	PT142765.0
OG0030386		PS111286.2.0	PT142774.0
OG0030387		PS111295.2.0	PT142780.0
OG0030388		PS111309.2.0	PT092969.0
OG0030389		PS111313.2.0	PT072187.0
OG0030390		PS111323.2.0	PT142662.0
OG0030391		PS111335.2.0	PT142645.0
OG0030392		PS111336.2.0	PT142644.0
OG0030393		PS111346.2.0	PT142635.0
OG0030394		PS111353.2.0	PT142627.0
OG0030395		PS111355.2.0	PT142625.0
OG0030396		PS111367.2.0	PT142611.0
OG0030397		PS111381.2.0	PT142598.0
OG0030398		PS111384.2.0	PT142594.0
OG0030399		PS111388.2.0	PT092761.0
OG0030400		PS111399.2.0	PT142575.0
OG0030401		PS111439.2.0	PT142529.0
OG0030402		PS111444.2.0	PT182420.0
OG0030403		PS111451.2.0	PT142516.0
OG0030404		PS111458.2.0	PT142510.0
OG0030405		PS111478.2.0	PT142482.0
OG0030406		PS111513.2.0	PT142438.0
OG0030407		PS111516.2.0	PT142434.0
OG0030408		PS111525.2.0	PT142427.0
OG0030409		PS111532.2.0	PT142418.0
OG0030410		PS111534.2.0	PT142414.0
OG0030411		PS111540.2.0	PT142407.0
OG0030412		PS111541.2.0	PT142406.0
OG0030413		PS111542.2.0	PT142405.0
OG0030414		PS111544.2.0	PT142403.0
OG0030415		PS111545.2.0	PT142402.0
OG0030416		PS111547.2.0	PT142400.0
OG0030417		PS111549.2.0	PT142396.0
OG0030418		PS111563.2.0	PT142385.0
OG0030419		PS111579.2.0	PT092606.0
OG0030420		PS111587.2.0	PT142362.0
OG0030421		PS111590.2.0	PT142359.0
OG0030422		PS111599.2.0	PT142352.0
OG0030423		PS111606.2.0	PT142344.0
OG0030424		PS111615.2.0	PT142334.0
OG0030425		PS111617.2.0	PT142332.0
OG0030426		PS111621.2.0	PT051039.0
OG0030427		PS111625.2.0	PT142325.0
OG0030428		PS111626.2.0	PT142324.0
OG0030429		PS111643.2.0	PT142306.0
OG0030430		PS111644.2.0	PT142305.0
OG0030431		PS111646.2.0	PT142301.0
OG0030432		PS111649.2.0	PT142298.0
OG0030433		PS111650.2.0	PT142297.0
OG0030434		PS111654.2.0	PT142293.0
OG0030435		PS111664.2.0	PT142281.0
OG0030436		PS111673.2.0	PT142273.0
OG0030437		PS111683.2.0	PT142262.0
OG0030438		PS111695.2.0	PT142251.0
OG0030439		PS111696.2.0	PT142250.0
OG0030440		PS111699.2.0	PT142247.0
OG0030441		PS111700.2.0	PT142246.0
OG0030442		PS111702.2.0	PT182634.0
OG0030443		PS111704.2.0	PT211695.0
OG0030444		PS111711.2.0	PT142238.0
OG0030445		PS111715.2.0	PT142234.0
OG0030446		PS111726.2.0	PT142223.0
OG0030447		PS111734.2.0	PT142209.0
OG0030448		PS111735.2.0	PT211731.0
OG0030449		PS111741.2.0	PT142203.0
OG0030450		PS111742.2.0	PT142202.0
OG0030451		PS111748.2.0	PT142199.0
OG0030452		PS111749.2.0	PT142198.0
OG0030453		PS111752.2.0	PT142193.0
OG0030454		PS111755.2.0	PT142189.0
OG0030455		PS111765.2.0	PT142178.0
OG0030456		PS111769.2.0	PT142173.0
OG0030457		PS111773.2.0	PT142169.0
OG0030458		PS111788.2.0	PT142156.0
OG0030459		PS111790.2.0	PT142154.0
OG0030460		PS111807.2.0	PT142132.0
OG0030461		PS111811.2.0	PT142127.0
OG0030462		PS111814.2.0	PT142124.0
OG0030463		PS111828.2.0	PT142111.0
OG0030464		PS111839.2.0	PT142097.0
OG0030465		PS111840.2.0	PT142095.0
OG0030466		PS111842.2.0	PT142091.0
OG0030467		PS111843.2.0	PT142090.0
OG0030468		PS111846.2.0	PT092028.0
OG0030469		PS111847.2.0	PT142085.0
OG0030470		PS111852.2.0	PT142078.0
OG0030471		PS111860.2.0	PT142072.0
OG0030472		PS111871.2.0	PT142056.0
OG0030473		PS111876.2.0	PT142048.0
OG0030474		PS111881.2.0	PT142042.0
OG0030475		PS111915.2.0	PT115628.0
OG0030476		PS111918.2.0	PT142007.0
OG0030477		PS111929.2.0	PT011104.0
OG0030478		PS111934.2.0	PT141993.0
OG0030479		PS111938.2.0	PT141990.0
OG0030480		PS111945.2.0	PT141982.0
OG0030481		PS111947.2.0	PT141980.0
OG0030482		PS111948.2.0	PT141979.0
OG0030483		PS111949.2.0	PT141978.0
OG0030484		PS111951.2.0	PT141976.0
OG0030485		PS111977.2.0	PT141950.0
OG0030486		PS111986.2.0	PT141939.0
OG0030487		PS111997.2.0	PT141929.0
OG0030488		PS112004.2.0	PT141924.0
OG0030489		PS112005.2.0	PT141923.0
OG0030490		PS112011.2.0	PT141916.0
OG0030491		PS112012.2.0	PT141915.0
OG0030492		PS112014.2.0	PT141913.0
OG0030493		PS112037.2.0	PT141890.0
OG0030494		PS112038.2.0	PT141889.0
OG0030495		PS112062.2.0	PT141865.0
OG0030496		PS112080.2.0	PT141849.0
OG0030497		PS112081.2.0	PT141847.0
OG0030498		PS112089.2.0	PT141839.0
OG0030499		PS112097.2.0	PT141831.0
OG0030500		PS112099.2.0	PT092003.0
OG0030501		PS112102.2.0	PT141824.0
OG0030502		PS112112.2.0	PT141812.0
OG0030503		PS112131.2.0	PT141794.0
OG0030504		PS112159.2.0	PT212182.0
OG0030505		PS112177.2.0	PT141751.0
OG0030506		PS112185.2.0	PT212212.0
OG0030507		PS112186.2.0	PT141741.0
OG0030508		PS112187.2.0	PT141740.0
OG0030509		PS112188.2.0	PT141738.0
OG0030510		PS112193.2.0	PT141733.0
OG0030511		PS112206.2.0	PT141720.0
OG0030512		PS112211.2.0	PT141715.0
OG0030513		PS112222.2.0	PT141704.0
OG0030514		PS112228.2.0	PT141697.0
OG0030515		PS112232.2.0	PT141692.0
OG0030516		PS112238.2.0	PT141685.0
OG0030517		PS112251.2.0	PT141671.0
OG0030518		PS112257.2.0	PT141665.0
OG0030519		PS112272.2.0	PT141651.0
OG0030520		PS112275.2.0	PT141649.0
OG0030521		PS112281.2.0	PT141644.0
OG0030522		PS112282.2.0	PT212291.0
OG0030523		PS112296.2.0	PT141628.0
OG0030524		PS112299.2.0	PT141625.0
OG0030525		PS112301.2.0	PT141623.0
OG0030526		PS112307.2.0	PT141615.0
OG0030527		PS112314.2.0	PT141610.0
OG0030528		PS112318.2.0	PT141606.0
OG0030529		PS112330.2.0	PT141592.0
OG0030530		PS112334.2.0	PT141587.0
OG0030531		PS112340.2.0	PT141581.0
OG0030532		PS112341.2.0	PT141580.0
OG0030533		PS112360.2.0	PT212403.0
OG0030534		PS112365.2.0	PT141556.0
OG0030535		PS112382.2.0	PT141484.0
OG0030536		PS112401.2.0	PT141466.0
OG0030537		PS112403.2.0	PT141464.0
OG0030538		PS112406.2.0	PT141461.0
OG0030539		PS112407.2.0	PT181356.0
OG0030540		PS112414.2.0	PT141451.0
OG0030541		PS112420.2.0	PT141445.0
OG0030542		PS112421.2.0	PT141444.0
OG0030543		PS112435.2.0	PT141431.0
OG0030544		PS112441.2.0	PT141421.0
OG0030545		PS112451.2.0	PT091551.0
OG0030546		PS112458.2.0	PT141405.0
OG0030547		PS112468.2.0	PT141394.0
OG0030548		PS112472.2.0	PT141390.0
OG0030549		PS112473.2.0	PT141387.0
OG0030550		PS112474.2.0	PT141386.0
OG0030551		PS112476.2.0	PT141384.0
OG0030552		PS112478.2.0	PT141381.0
OG0030553		PS112479.2.0	PT141379.0
OG0030554		PS112480.2.0	PT141380.0
OG0030555		PS112485.2.0	PT141375.0
OG0030556		PS112492.2.0	PT141369.0
OG0030557		PS112508.2.0	PT212637.0
OG0030558		PS112511.2.0	PT141345.0
OG0030559		PS112515.2.0	PT141342.0
OG0030560		PS112523.2.0	PT141331.0
OG0030561		PS112540.2.0	PT141311.0
OG0030562		PS112543.2.0	PT141310.0
OG0030563		PS112551.2.0	PT141301.0
OG0030564		PS112554.2.0	PT141298.0
OG0030565		PS112556.2.0	PT141295.0
OG0030566		PS112563.2.0	PT141286.0
OG0030567		PS112575.2.0	PT141276.0
OG0030568		PS112581.2.0	PT141266.0
OG0030569		PS112582.2.0	PT141265.0
OG0030570		PS112583.2.0	PT141264.0
OG0030571		PS112590.2.0	PT141257.0
OG0030572		PS112597.2.0	PT141248.0
OG0030573		PS112608.2.0	PT023803.0
OG0030574		PS112615.2.0	PT141226.0
OG0030575		PS112633.2.0	PT141205.0
OG0030576		PS112638.2.0	PT141203.0
OG0030577		PS112639.2.0	PT141202.0
OG0030578		PS112640.2.0	PT141201.0
OG0030579		PS112652.2.0	PT141186.0
OG0030580		PS112659.2.0	PT141181.0
OG0030581		PS112664.2.0	PT141176.0
OG0030582		PS112665.2.0	PT141175.0
OG0030583		PS112674.2.0	PT080154.0
OG0030584		PS112680.2.0	PT141161.0
OG0030585		PS112692.2.0	PT141148.0
OG0030586		PS112697.2.0	PT141142.0
